id,order_line_id,supplier_tpartner_id,product_id,company_id,order_type,ship_to_site_id,order_id,planned_delivery_date,supplier_description,units_shipped,actual_delivery_date,package_id,transportation_mode,shipment_status,carrier_id,uom,creation_date
OLS_3290676a-9aa9-11ee-9e54-acde48001122,OLS_3290676a-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_269,2021-08-10T13:49:58Z,Mark LLC,3.0,2021-09-15T14:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-07-31T13:49:58Z
OLS_3290679c-9aa9-11ee-9e54-acde48001122,OLS_3290679c-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_270,2021-08-27T07:49:58Z,Mark LLC,2.0,2021-10-18T08:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-08-17T07:49:58Z
OLS_329067ba-9aa9-11ee-9e54-acde48001122,OLS_329067ba-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_271,2021-09-13T02:49:58Z,Mark LLC,1.0,2021-09-27T02:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-09-03T01:49:58Z
OLS_329067e2-9aa9-11ee-9e54-acde48001122,OLS_329067e2-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_272,2021-09-29T20:49:58Z,Mark LLC,9.0,2021-11-15T20:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-09-19T20:49:58Z
OLS_3290680a-9aa9-11ee-9e54-acde48001122,OLS_3290680a-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_273,2021-10-16T14:49:58Z,Mark LLC,5.0,2021-11-09T14:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-10-06T14:49:58Z
OLS_32906832-9aa9-11ee-9e54-acde48001122,OLS_32906832-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_274,2021-11-02T08:49:58Z,Mark LLC,2.0,2021-12-11T08:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-10-23T08:49:58Z
OLS_3290685a-9aa9-11ee-9e54-acde48001122,OLS_3290685a-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_275,2021-11-19T02:49:58Z,Mark LLC,5.0,2021-12-20T02:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-11-09T02:49:58Z
OLS_32906882-9aa9-11ee-9e54-acde48001122,OLS_32906882-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_276,2021-12-05T20:49:58Z,Mark LLC,4.0,2022-01-21T20:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-11-25T20:49:58Z
OLS_329068aa-9aa9-11ee-9e54-acde48001122,OLS_329068aa-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_277,2021-12-22T14:49:58Z,Mark LLC,3.0,2022-01-28T14:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-12-12T14:49:58Z
OLS_329068d2-9aa9-11ee-9e54-acde48001122,OLS_329068d2-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_278,2022-01-08T08:49:58Z,Mark LLC,14.0,2022-02-12T08:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-12-29T08:49:58Z
OLS_329068f0-9aa9-11ee-9e54-acde48001122,OLS_329068f0-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_279,2022-01-25T02:49:58Z,Mark LLC,2.0,2022-02-10T02:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-01-15T02:49:58Z
OLS_32906918-9aa9-11ee-9e54-acde48001122,OLS_32906918-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_280,2022-02-10T20:49:58Z,Mark LLC,3.0,2022-03-20T20:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-01-31T20:49:58Z
OLS_32906940-9aa9-11ee-9e54-acde48001122,OLS_32906940-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_281,2022-02-27T14:49:58Z,Mark LLC,0.0,2022-04-16T13:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-02-17T14:49:58Z
OLS_32906972-9aa9-11ee-9e54-acde48001122,OLS_32906972-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_282,2022-03-16T08:49:58Z,Mark LLC,11.0,2022-04-07T07:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-03-06T08:49:58Z
OLS_3290699a-9aa9-11ee-9e54-acde48001122,OLS_3290699a-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_283,2022-04-02T02:49:58Z,Mark LLC,2.0,2022-04-20T01:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-03-23T02:49:58Z
OLS_329069c2-9aa9-11ee-9e54-acde48001122,OLS_329069c2-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_284,2022-04-18T19:49:58Z,Mark LLC,3.0,2022-05-23T19:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-04-08T19:49:58Z
OLS_329069e0-9aa9-11ee-9e54-acde48001122,OLS_329069e0-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_285,2022-05-05T13:49:58Z,Mark LLC,3.0,2022-06-23T13:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-04-25T13:49:58Z
OLS_32906a08-9aa9-11ee-9e54-acde48001122,OLS_32906a08-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_286,2022-05-22T07:49:58Z,Mark LLC,3.0,2022-06-21T07:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-05-12T07:49:58Z
OLS_32906a30-9aa9-11ee-9e54-acde48001122,OLS_32906a30-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_287,2022-06-08T01:49:58Z,Mark LLC,2.0,2022-07-13T01:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-05-29T01:49:58Z
OLS_32906a58-9aa9-11ee-9e54-acde48001122,OLS_32906a58-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_288,2022-06-24T19:49:58Z,Mark LLC,2.0,2022-08-12T19:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-06-14T19:49:58Z
OLS_32906a80-9aa9-11ee-9e54-acde48001122,OLS_32906a80-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_289,2022-07-11T13:49:58Z,Mark LLC,0.0,2022-08-18T13:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-07-01T13:49:58Z
OLS_32906aa8-9aa9-11ee-9e54-acde48001122,OLS_32906aa8-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_290,2022-07-28T07:49:58Z,Mark LLC,1.0,2022-09-12T08:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-07-18T07:49:58Z
OLS_32906ac6-9aa9-11ee-9e54-acde48001122,OLS_32906ac6-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_291,2022-08-14T01:49:58Z,Mark LLC,1.0,2022-09-10T01:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-08-04T01:49:58Z
OLS_32906aee-9aa9-11ee-9e54-acde48001122,OLS_32906aee-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_292,2022-08-30T19:49:58Z,Mark LLC,8.0,2022-09-21T20:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-08-20T19:49:58Z
OLS_32906b16-9aa9-11ee-9e54-acde48001122,OLS_32906b16-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_293,2022-09-16T14:49:58Z,Mark LLC,1.0,2022-10-24T14:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-09-06T13:49:58Z
OLS_32906b3e-9aa9-11ee-9e54-acde48001122,OLS_32906b3e-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_294,2022-10-03T08:49:58Z,Mark LLC,10.0,2022-10-28T08:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-09-23T08:49:58Z
OLS_32906b5c-9aa9-11ee-9e54-acde48001122,OLS_32906b5c-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_295,2022-10-20T02:49:58Z,Mark LLC,5.0,2022-11-29T02:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-10-10T02:49:58Z
OLS_32906b84-9aa9-11ee-9e54-acde48001122,OLS_32906b84-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_296,2022-11-05T20:49:58Z,Mark LLC,3.0,2022-12-09T20:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-10-26T20:49:58Z
OLS_32906bac-9aa9-11ee-9e54-acde48001122,OLS_32906bac-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_297,2022-11-22T14:49:58Z,Mark LLC,5.0,2023-01-09T14:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-11-12T14:49:58Z
OLS_32906bd4-9aa9-11ee-9e54-acde48001122,OLS_32906bd4-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_298,2022-12-09T08:49:58Z,Mark LLC,0.0,2023-01-17T08:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-11-29T08:49:58Z
OLS_32906bfc-9aa9-11ee-9e54-acde48001122,OLS_32906bfc-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_299,2022-12-26T02:49:58Z,Mark LLC,13.0,2023-02-11T02:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-12-16T02:49:58Z
OLS_32906c1a-9aa9-11ee-9e54-acde48001122,OLS_32906c1a-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_300,2023-01-11T20:49:58Z,Mark LLC,6.0,2023-03-04T20:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-01-01T20:49:58Z
OLS_32906c4c-9aa9-11ee-9e54-acde48001122,OLS_32906c4c-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_301,2023-01-28T14:49:58Z,Mark LLC,0.0,2023-02-10T14:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-01-18T14:49:58Z
OLS_32906c74-9aa9-11ee-9e54-acde48001122,OLS_32906c74-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_302,2023-02-14T08:49:58Z,Mark LLC,1.0,2023-04-02T07:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-02-04T08:49:58Z
OLS_32906c9c-9aa9-11ee-9e54-acde48001122,OLS_32906c9c-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_303,2023-03-03T02:49:58Z,Mark LLC,1.0,2023-03-24T02:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-02-21T02:49:58Z
OLS_32906cba-9aa9-11ee-9e54-acde48001122,OLS_32906cba-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_304,2023-03-19T20:49:58Z,Mark LLC,1.0,2023-04-16T19:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-03-09T20:49:58Z
OLS_32906ce2-9aa9-11ee-9e54-acde48001122,OLS_32906ce2-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_305,2023-04-05T13:49:58Z,Mark LLC,1.0,2023-04-26T13:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-03-26T14:49:58Z
OLS_32906d0a-9aa9-11ee-9e54-acde48001122,OLS_32906d0a-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_306,2023-04-22T07:49:58Z,Mark LLC,11.0,2023-06-22T07:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-04-12T07:49:58Z
OLS_32906d32-9aa9-11ee-9e54-acde48001122,OLS_32906d32-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_307,2023-05-09T01:49:58Z,Mark LLC,2.0,2023-06-18T01:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-04-29T01:49:58Z
OLS_32906d50-9aa9-11ee-9e54-acde48001122,OLS_32906d50-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_308,2023-05-25T19:49:58Z,Mark LLC,5.0,2023-06-17T19:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-05-15T19:49:58Z
OLS_32906d78-9aa9-11ee-9e54-acde48001122,OLS_32906d78-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_309,2023-06-11T13:49:58Z,Mark LLC,5.0,2023-07-23T13:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-06-01T13:49:58Z
OLS_32906da0-9aa9-11ee-9e54-acde48001122,OLS_32906da0-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_310,2023-06-28T07:49:58Z,Mark LLC,1.0,2023-07-14T07:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-06-18T07:49:58Z
OLS_32906dc8-9aa9-11ee-9e54-acde48001122,OLS_32906dc8-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_311,2023-07-15T01:49:58Z,Mark LLC,7.0,2023-09-04T02:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-07-05T01:49:58Z
OLS_32906df0-9aa9-11ee-9e54-acde48001122,OLS_32906df0-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_312,2023-07-31T19:49:58Z,Mark LLC,0.0,2023-09-04T20:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-07-21T19:49:58Z
OLS_32906e18-9aa9-11ee-9e54-acde48001122,OLS_32906e18-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_313,2023-08-17T13:49:58Z,Mark LLC,1.0,2023-10-17T14:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-08-07T13:49:58Z
OLS_32906e40-9aa9-11ee-9e54-acde48001122,OLS_32906e40-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_314,2023-09-03T08:49:58Z,Mark LLC,6.0,2023-10-09T08:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-08-24T07:49:58Z
OLS_32906e68-9aa9-11ee-9e54-acde48001122,OLS_32906e68-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_315,2023-09-20T02:49:58Z,Mark LLC,1.0,2023-10-08T02:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-09-10T02:49:58Z
OLS_32906e86-9aa9-11ee-9e54-acde48001122,OLS_32906e86-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_316,2023-10-06T20:49:58Z,Mark LLC,1.0,2023-10-31T20:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-09-26T20:49:58Z
OLS_32906eb8-9aa9-11ee-9e54-acde48001122,OLS_32906eb8-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_317,2023-10-23T14:49:58Z,Mark LLC,0.0,2023-11-15T14:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-10-13T14:49:58Z
OLS_32906ee0-9aa9-11ee-9e54-acde48001122,OLS_32906ee0-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_318,2023-11-09T08:49:58Z,Mark LLC,11.0,2023-12-09T08:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-10-30T08:49:58Z
OLS_32906f08-9aa9-11ee-9e54-acde48001122,OLS_32906f08-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_319,2023-11-26T02:49:58Z,Mark LLC,7.0,2024-01-30T02:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-11-16T02:49:58Z
OLS_32906f30-9aa9-11ee-9e54-acde48001122,OLS_32906f30-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_320,2023-12-12T20:49:58Z,Mark LLC,7.0,2024-01-28T20:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-12-02T20:49:58Z
OLS_32906f4e-9aa9-11ee-9e54-acde48001122,OLS_32906f4e-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_321,2023-12-29T14:49:58Z,Mark LLC,9.0,2024-02-08T14:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2023-12-19T14:49:58Z
OLS_32906f76-9aa9-11ee-9e54-acde48001122,OLS_32906f76-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_322,2024-01-15T08:49:58Z,Mark LLC,5.0,2024-02-24T08:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2024-01-05T08:49:58Z
OLS_32906f9e-9aa9-11ee-9e54-acde48001122,OLS_32906f9e-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_323,2024-02-01T02:49:58Z,Mark LLC,2.0,2024-03-27T02:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2024-01-22T02:49:58Z
OLS_32906fc6-9aa9-11ee-9e54-acde48001122,OLS_32906fc6-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_324,2024-02-17T20:49:58Z,Mark LLC,2.0,2024-03-14T20:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2024-02-07T20:49:58Z
OLS_32906fe4-9aa9-11ee-9e54-acde48001122,OLS_32906fe4-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,pqr94268,Order_325,2024-03-05T14:49:58Z,Mark LLC,2.0,2024-05-04T13:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2024-02-24T14:49:58Z
OLS_3290700c-9aa9-11ee-9e54-acde48001122,OLS_3290700c-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_326,2021-03-29T14:49:58Z,Mark LLC,0.0,2021-05-06T13:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-03-19T14:49:58Z
OLS_32907034-9aa9-11ee-9e54-acde48001122,OLS_32907034-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_327,2021-04-15T07:49:58Z,Mark LLC,2.0,2021-05-07T07:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-04-05T07:49:58Z
OLS_3290705c-9aa9-11ee-9e54-acde48001122,OLS_3290705c-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_328,2021-05-02T01:49:58Z,Mark LLC,9.0,2021-05-19T01:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-04-22T01:49:58Z
OLS_3290707a-9aa9-11ee-9e54-acde48001122,OLS_3290707a-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_329,2021-05-18T19:49:58Z,Mark LLC,0.0,2021-07-02T19:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-05-08T19:49:58Z
OLS_329070a2-9aa9-11ee-9e54-acde48001122,OLS_329070a2-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_330,2021-06-04T13:49:58Z,Mark LLC,1.0,2021-06-24T13:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-05-25T13:49:58Z
OLS_329070ca-9aa9-11ee-9e54-acde48001122,OLS_329070ca-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_331,2021-06-21T07:49:58Z,Mark LLC,6.0,2021-08-06T07:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-06-11T07:49:58Z
OLS_329070f2-9aa9-11ee-9e54-acde48001122,OLS_329070f2-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_332,2021-07-08T01:49:58Z,Mark LLC,1.0,2021-08-26T01:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-06-28T01:49:58Z
OLS_32907110-9aa9-11ee-9e54-acde48001122,OLS_32907110-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_333,2021-07-24T19:49:58Z,Mark LLC,6.0,2021-08-02T19:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-07-14T19:49:58Z
OLS_32907138-9aa9-11ee-9e54-acde48001122,OLS_32907138-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_334,2021-08-10T13:49:58Z,Mark LLC,1.0,2021-09-05T14:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-07-31T13:49:58Z
OLS_32907160-9aa9-11ee-9e54-acde48001122,OLS_32907160-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_335,2021-08-27T07:49:58Z,Mark LLC,1.0,2021-10-16T08:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-08-17T07:49:58Z
OLS_32907188-9aa9-11ee-9e54-acde48001122,OLS_32907188-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_336,2021-09-13T02:49:58Z,Mark LLC,0.0,2021-10-06T02:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-09-03T01:49:58Z
OLS_329071b0-9aa9-11ee-9e54-acde48001122,OLS_329071b0-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_337,2021-09-29T20:49:58Z,Mark LLC,6.0,2021-11-05T20:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-09-19T20:49:58Z
OLS_329071d8-9aa9-11ee-9e54-acde48001122,OLS_329071d8-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_338,2021-10-16T14:49:58Z,Mark LLC,3.0,2021-11-30T14:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-10-06T14:49:58Z
OLS_32907200-9aa9-11ee-9e54-acde48001122,OLS_32907200-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_339,2021-11-02T08:49:58Z,Mark LLC,8.0,2021-12-09T08:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-10-23T08:49:58Z
OLS_32907228-9aa9-11ee-9e54-acde48001122,OLS_32907228-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_340,2021-11-19T02:49:58Z,Mark LLC,2.0,2021-12-13T02:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-11-09T02:49:58Z
OLS_32907250-9aa9-11ee-9e54-acde48001122,OLS_32907250-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_341,2021-12-05T20:49:58Z,Mark LLC,2.0,2022-01-14T20:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-11-25T20:49:58Z
OLS_3290726e-9aa9-11ee-9e54-acde48001122,OLS_3290726e-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_342,2021-12-22T14:49:58Z,Mark LLC,10.0,2022-01-04T14:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-12-12T14:49:58Z
OLS_32907296-9aa9-11ee-9e54-acde48001122,OLS_32907296-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_343,2022-01-08T08:49:58Z,Mark LLC,4.0,2022-02-08T08:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2021-12-29T08:49:58Z
OLS_329072be-9aa9-11ee-9e54-acde48001122,OLS_329072be-9aa9-11ee-9e54-acde48001122,1,abc123,ACPG,PO,stu15975,Order_344,2022-01-25T02:49:58Z,Mark LLC,5.0,2022-03-05T02:49:58Z,SCN_RESERVED_NO_VALUE_PROVIDED,LTL,OPEN,CARR-001,EACHES,2022-01-15T02:49:58Z
