product_id,company_id,ship_from_site_id,customer_tpartner_id,final_quantity_requested,requested_delivery_date,order_date,actual_delivery_date,promised_delivery_date,status,id,cust_order_id
def456,ACPG,pqr94268,Mark LLC,6.0,2023-10-06T14:49:58.303382-03:00,2023-10-06T14:49:58.303382-03:00,2023-10-06T14:49:58.303382-03:00,2023-10-06T14:49:58.303382-03:00,OPEN,OO_34bec6bc-9aa9-11ee-9e54-acde48001122,coid_34c375a4-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-10-07T14:49:58.303382-03:00,2023-10-07T14:49:58.303382-03:00,2023-10-07T14:49:58.303382-03:00,2023-10-07T14:49:58.303382-03:00,OPEN,OO_34bec6e4-9aa9-11ee-9e54-acde48001122,coid_34c375e0-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,2.0,2023-10-08T14:49:58.303382-03:00,2023-10-08T14:49:58.303382-03:00,2023-10-08T14:49:58.303382-03:00,2023-10-08T14:49:58.303382-03:00,OPEN,OO_34bec70c-9aa9-11ee-9e54-acde48001122,coid_34c37626-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-10-09T14:49:58.303382-03:00,2023-10-09T14:49:58.303382-03:00,2023-10-09T14:49:58.303382-03:00,2023-10-09T14:49:58.303382-03:00,OPEN,OO_34bec72a-9aa9-11ee-9e54-acde48001122,coid_34c37658-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-10-10T14:49:58.303382-03:00,2023-10-10T14:49:58.303382-03:00,2023-10-10T14:49:58.303382-03:00,2023-10-10T14:49:58.303382-03:00,OPEN,OO_34bec752-9aa9-11ee-9e54-acde48001122,coid_34c37680-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-10-11T14:49:58.303382-03:00,2023-10-11T14:49:58.303382-03:00,2023-10-11T14:49:58.303382-03:00,2023-10-11T14:49:58.303382-03:00,OPEN,OO_34bec77a-9aa9-11ee-9e54-acde48001122,coid_34c376a8-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-10-12T14:49:58.303382-03:00,2023-10-12T14:49:58.303382-03:00,2023-10-12T14:49:58.303382-03:00,2023-10-12T14:49:58.303382-03:00,OPEN,OO_34bec798-9aa9-11ee-9e54-acde48001122,coid_34c376d0-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,6.0,2023-10-13T14:49:58.303382-03:00,2023-10-13T14:49:58.303382-03:00,2023-10-13T14:49:58.303382-03:00,2023-10-13T14:49:58.303382-03:00,OPEN,OO_34bec7c0-9aa9-11ee-9e54-acde48001122,coid_34c376f8-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-10-14T14:49:58.303382-03:00,2023-10-14T14:49:58.303382-03:00,2023-10-14T14:49:58.303382-03:00,2023-10-14T14:49:58.303382-03:00,OPEN,OO_34bec7e8-9aa9-11ee-9e54-acde48001122,coid_34c3772a-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,5.0,2023-10-15T14:49:58.303382-03:00,2023-10-15T14:49:58.303382-03:00,2023-10-15T14:49:58.303382-03:00,2023-10-15T14:49:58.303382-03:00,OPEN,OO_34bec806-9aa9-11ee-9e54-acde48001122,coid_34c3775c-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,6.0,2023-10-16T14:49:58.303382-03:00,2023-10-16T14:49:58.303382-03:00,2023-10-16T14:49:58.303382-03:00,2023-10-16T14:49:58.303382-03:00,OPEN,OO_34bec82e-9aa9-11ee-9e54-acde48001122,coid_34c37784-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,2.0,2023-10-17T14:49:58.303382-03:00,2023-10-17T14:49:58.303382-03:00,2023-10-17T14:49:58.303382-03:00,2023-10-17T14:49:58.303382-03:00,OPEN,OO_34bec856-9aa9-11ee-9e54-acde48001122,coid_34c377a2-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-10-18T14:49:58.303382-03:00,2023-10-18T14:49:58.303382-03:00,2023-10-18T14:49:58.303382-03:00,2023-10-18T14:49:58.303382-03:00,OPEN,OO_34bec874-9aa9-11ee-9e54-acde48001122,coid_34c377ca-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-10-19T14:49:58.303382-03:00,2023-10-19T14:49:58.303382-03:00,2023-10-19T14:49:58.303382-03:00,2023-10-19T14:49:58.303382-03:00,OPEN,OO_34bec89c-9aa9-11ee-9e54-acde48001122,coid_34c377f2-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-10-20T14:49:58.303382-03:00,2023-10-20T14:49:58.303382-03:00,2023-10-20T14:49:58.303382-03:00,2023-10-20T14:49:58.303382-03:00,OPEN,OO_34bec8ba-9aa9-11ee-9e54-acde48001122,coid_34c37810-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-10-21T14:49:58.303382-03:00,2023-10-21T14:49:58.303382-03:00,2023-10-21T14:49:58.303382-03:00,2023-10-21T14:49:58.303382-03:00,OPEN,OO_34bec8e2-9aa9-11ee-9e54-acde48001122,coid_34c37838-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-10-22T14:49:58.303382-03:00,2023-10-22T14:49:58.303382-03:00,2023-10-22T14:49:58.303382-03:00,2023-10-22T14:49:58.303382-03:00,OPEN,OO_34bec90a-9aa9-11ee-9e54-acde48001122,coid_34c3793c-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,3.0,2023-10-23T14:49:58.303382-03:00,2023-10-23T14:49:58.303382-03:00,2023-10-23T14:49:58.303382-03:00,2023-10-23T14:49:58.303382-03:00,OPEN,OO_34bec946-9aa9-11ee-9e54-acde48001122,coid_34c379c8-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,3.0,2023-10-24T14:49:58.303382-03:00,2023-10-24T14:49:58.303382-03:00,2023-10-24T14:49:58.303382-03:00,2023-10-24T14:49:58.303382-03:00,OPEN,OO_34bec978-9aa9-11ee-9e54-acde48001122,coid_34c379fa-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-10-25T14:49:58.303382-03:00,2023-10-25T14:49:58.303382-03:00,2023-10-25T14:49:58.303382-03:00,2023-10-25T14:49:58.303382-03:00,OPEN,OO_34bec9a0-9aa9-11ee-9e54-acde48001122,coid_34c37a22-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,2.0,2023-10-26T14:49:58.303382-03:00,2023-10-26T14:49:58.303382-03:00,2023-10-26T14:49:58.303382-03:00,2023-10-26T14:49:58.303382-03:00,OPEN,OO_34bec9be-9aa9-11ee-9e54-acde48001122,coid_34c37a40-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,3.0,2023-10-27T14:49:58.303382-03:00,2023-10-27T14:49:58.303382-03:00,2023-10-27T14:49:58.303382-03:00,2023-10-27T14:49:58.303382-03:00,OPEN,OO_34bec9e6-9aa9-11ee-9e54-acde48001122,coid_34c37a68-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,0.0,2023-10-28T14:49:58.303382-03:00,2023-10-28T14:49:58.303382-03:00,2023-10-28T14:49:58.303382-03:00,2023-10-28T14:49:58.303382-03:00,OPEN,OO_34beca0e-9aa9-11ee-9e54-acde48001122,coid_34c37a90-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-10-29T14:49:58.303382-03:00,2023-10-29T14:49:58.303382-03:00,2023-10-29T14:49:58.303382-03:00,2023-10-29T14:49:58.303382-03:00,OPEN,OO_34beca2c-9aa9-11ee-9e54-acde48001122,coid_34c37aae-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,5.0,2023-10-30T14:49:58.303382-03:00,2023-10-30T14:49:58.303382-03:00,2023-10-30T14:49:58.303382-03:00,2023-10-30T14:49:58.303382-03:00,OPEN,OO_34beca54-9aa9-11ee-9e54-acde48001122,coid_34c37ad6-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,8.0,2023-10-31T14:49:58.303382-03:00,2023-10-31T14:49:58.303382-03:00,2023-10-31T14:49:58.303382-03:00,2023-10-31T14:49:58.303382-03:00,OPEN,OO_34beca7c-9aa9-11ee-9e54-acde48001122,coid_34c37af4-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-11-01T14:49:58.303382-03:00,2023-11-01T14:49:58.303382-03:00,2023-11-01T14:49:58.303382-03:00,2023-11-01T14:49:58.303382-03:00,OPEN,OO_34beca9a-9aa9-11ee-9e54-acde48001122,coid_34c37b1c-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-11-02T14:49:58.303382-03:00,2023-11-02T14:49:58.303382-03:00,2023-11-02T14:49:58.303382-03:00,2023-11-02T14:49:58.303382-03:00,OPEN,OO_34becac2-9aa9-11ee-9e54-acde48001122,coid_34c37b44-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,3.0,2023-11-03T14:49:58.303382-03:00,2023-11-03T14:49:58.303382-03:00,2023-11-03T14:49:58.303382-03:00,2023-11-03T14:49:58.303382-03:00,OPEN,OO_34becae0-9aa9-11ee-9e54-acde48001122,coid_34c37b62-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,7.0,2023-11-04T14:49:58.303382-03:00,2023-11-04T14:49:58.303382-03:00,2023-11-04T14:49:58.303382-03:00,2023-11-04T14:49:58.303382-03:00,OPEN,OO_34becb08-9aa9-11ee-9e54-acde48001122,coid_34c37b8a-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,5.0,2023-11-05T14:49:58.303382-03:00,2023-11-05T14:49:58.303382-03:00,2023-11-05T14:49:58.303382-03:00,2023-11-05T14:49:58.303382-03:00,OPEN,OO_34becb30-9aa9-11ee-9e54-acde48001122,coid_34c37bb2-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,3.0,2023-11-06T14:49:58.303382-03:00,2023-11-06T14:49:58.303382-03:00,2023-11-06T14:49:58.303382-03:00,2023-11-06T14:49:58.303382-03:00,OPEN,OO_34becb4e-9aa9-11ee-9e54-acde48001122,coid_34c37bd0-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-11-07T14:49:58.303382-03:00,2023-11-07T14:49:58.303382-03:00,2023-11-07T14:49:58.303382-03:00,2023-11-07T14:49:58.303382-03:00,OPEN,OO_34becb76-9aa9-11ee-9e54-acde48001122,coid_34c37bf8-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-11-08T14:49:58.303382-03:00,2023-11-08T14:49:58.303382-03:00,2023-11-08T14:49:58.303382-03:00,2023-11-08T14:49:58.303382-03:00,OPEN,OO_34becb9e-9aa9-11ee-9e54-acde48001122,coid_34c37c20-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,6.0,2023-11-09T14:49:58.303382-03:00,2023-11-09T14:49:58.303382-03:00,2023-11-09T14:49:58.303382-03:00,2023-11-09T14:49:58.303382-03:00,OPEN,OO_34becbc6-9aa9-11ee-9e54-acde48001122,coid_34c37c3e-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-11-10T14:49:58.303382-03:00,2023-11-10T14:49:58.303382-03:00,2023-11-10T14:49:58.303382-03:00,2023-11-10T14:49:58.303382-03:00,OPEN,OO_34becbee-9aa9-11ee-9e54-acde48001122,coid_34c37c66-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,0.0,2023-11-11T14:49:58.303382-03:00,2023-11-11T14:49:58.303382-03:00,2023-11-11T14:49:58.303382-03:00,2023-11-11T14:49:58.303382-03:00,OPEN,OO_34becc0c-9aa9-11ee-9e54-acde48001122,coid_34c37c8e-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-11-12T14:49:58.303382-03:00,2023-11-12T14:49:58.303382-03:00,2023-11-12T14:49:58.303382-03:00,2023-11-12T14:49:58.303382-03:00,OPEN,OO_34becc34-9aa9-11ee-9e54-acde48001122,coid_34c37cac-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,2.0,2023-11-13T14:49:58.303382-03:00,2023-11-13T14:49:58.303382-03:00,2023-11-13T14:49:58.303382-03:00,2023-11-13T14:49:58.303382-03:00,OPEN,OO_34becc5c-9aa9-11ee-9e54-acde48001122,coid_34c37cd4-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,2.0,2023-11-14T14:49:58.303382-03:00,2023-11-14T14:49:58.303382-03:00,2023-11-14T14:49:58.303382-03:00,2023-11-14T14:49:58.303382-03:00,OPEN,OO_34becc84-9aa9-11ee-9e54-acde48001122,coid_34c37cf2-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,2.0,2023-11-15T14:49:58.303382-03:00,2023-11-15T14:49:58.303382-03:00,2023-11-15T14:49:58.303382-03:00,2023-11-15T14:49:58.303382-03:00,OPEN,OO_34beccac-9aa9-11ee-9e54-acde48001122,coid_34c37d2e-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,3.0,2023-11-16T14:49:58.303382-03:00,2023-11-16T14:49:58.303382-03:00,2023-11-16T14:49:58.303382-03:00,2023-11-16T14:49:58.303382-03:00,OPEN,OO_34beccd4-9aa9-11ee-9e54-acde48001122,coid_34c37e5a-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,6.0,2023-11-17T14:49:58.303382-03:00,2023-11-17T14:49:58.303382-03:00,2023-11-17T14:49:58.303382-03:00,2023-11-17T14:49:58.303382-03:00,OPEN,OO_34beccf2-9aa9-11ee-9e54-acde48001122,coid_34c37f72-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-11-18T14:49:58.303382-03:00,2023-11-18T14:49:58.303382-03:00,2023-11-18T14:49:58.303382-03:00,2023-11-18T14:49:58.303382-03:00,OPEN,OO_34becd1a-9aa9-11ee-9e54-acde48001122,coid_34c37fb8-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-11-19T14:49:58.303382-03:00,2023-11-19T14:49:58.303382-03:00,2023-11-19T14:49:58.303382-03:00,2023-11-19T14:49:58.303382-03:00,OPEN,OO_34becd42-9aa9-11ee-9e54-acde48001122,coid_34c37fea-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-11-20T14:49:58.303382-03:00,2023-11-20T14:49:58.303382-03:00,2023-11-20T14:49:58.303382-03:00,2023-11-20T14:49:58.303382-03:00,OPEN,OO_34becd6a-9aa9-11ee-9e54-acde48001122,coid_34c38026-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-11-21T14:49:58.303382-03:00,2023-11-21T14:49:58.303382-03:00,2023-11-21T14:49:58.303382-03:00,2023-11-21T14:49:58.303382-03:00,OPEN,OO_34becd88-9aa9-11ee-9e54-acde48001122,coid_34c3804e-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-11-22T14:49:58.303382-03:00,2023-11-22T14:49:58.303382-03:00,2023-11-22T14:49:58.303382-03:00,2023-11-22T14:49:58.303382-03:00,OPEN,OO_34becdb0-9aa9-11ee-9e54-acde48001122,coid_34c38076-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,5.0,2023-11-23T14:49:58.303382-03:00,2023-11-23T14:49:58.303382-03:00,2023-11-23T14:49:58.303382-03:00,2023-11-23T14:49:58.303382-03:00,OPEN,OO_34becdce-9aa9-11ee-9e54-acde48001122,coid_34c38094-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,6.0,2023-11-24T14:49:58.303382-03:00,2023-11-24T14:49:58.303382-03:00,2023-11-24T14:49:58.303382-03:00,2023-11-24T14:49:58.303382-03:00,OPEN,OO_34becdf6-9aa9-11ee-9e54-acde48001122,coid_34c380bc-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,5.0,2023-11-25T14:49:58.303382-03:00,2023-11-25T14:49:58.303382-03:00,2023-11-25T14:49:58.303382-03:00,2023-11-25T14:49:58.303382-03:00,OPEN,OO_34bece1e-9aa9-11ee-9e54-acde48001122,coid_34c380e4-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,3.0,2023-11-26T14:49:58.303382-03:00,2023-11-26T14:49:58.303382-03:00,2023-11-26T14:49:58.303382-03:00,2023-11-26T14:49:58.303382-03:00,OPEN,OO_34bece46-9aa9-11ee-9e54-acde48001122,coid_34c38102-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-11-27T14:49:58.303382-03:00,2023-11-27T14:49:58.303382-03:00,2023-11-27T14:49:58.303382-03:00,2023-11-27T14:49:58.303382-03:00,OPEN,OO_34bece6e-9aa9-11ee-9e54-acde48001122,coid_34c3812a-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,0.0,2023-11-28T14:49:58.303382-03:00,2023-11-28T14:49:58.303382-03:00,2023-11-28T14:49:58.303382-03:00,2023-11-28T14:49:58.303382-03:00,OPEN,OO_34bece8c-9aa9-11ee-9e54-acde48001122,coid_34c38148-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-11-29T14:49:58.303382-03:00,2023-11-29T14:49:58.303382-03:00,2023-11-29T14:49:58.303382-03:00,2023-11-29T14:49:58.303382-03:00,OPEN,OO_34beceb4-9aa9-11ee-9e54-acde48001122,coid_34c38170-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,0.0,2023-11-30T14:49:58.303382-03:00,2023-11-30T14:49:58.303382-03:00,2023-11-30T14:49:58.303382-03:00,2023-11-30T14:49:58.303382-03:00,OPEN,OO_34becedc-9aa9-11ee-9e54-acde48001122,coid_34c3818e-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,6.0,2023-12-01T14:49:58.303382-03:00,2023-12-01T14:49:58.303382-03:00,2023-12-01T14:49:58.303382-03:00,2023-12-01T14:49:58.303382-03:00,OPEN,OO_34becf04-9aa9-11ee-9e54-acde48001122,coid_34c381b6-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,3.0,2023-12-02T14:49:58.303382-03:00,2023-12-02T14:49:58.303382-03:00,2023-12-02T14:49:58.303382-03:00,2023-12-02T14:49:58.303382-03:00,OPEN,OO_34becf2c-9aa9-11ee-9e54-acde48001122,coid_34c381d4-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,2.0,2023-12-03T14:49:58.303382-03:00,2023-12-03T14:49:58.303382-03:00,2023-12-03T14:49:58.303382-03:00,2023-12-03T14:49:58.303382-03:00,OPEN,OO_34becf4a-9aa9-11ee-9e54-acde48001122,coid_34c381fc-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-12-04T14:49:58.303382-03:00,2023-12-04T14:49:58.303382-03:00,2023-12-04T14:49:58.303382-03:00,2023-12-04T14:49:58.303382-03:00,OPEN,OO_34becf72-9aa9-11ee-9e54-acde48001122,coid_34c38224-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,0.0,2023-12-05T14:49:58.303382-03:00,2023-12-05T14:49:58.303382-03:00,2023-12-05T14:49:58.303382-03:00,2023-12-05T14:49:58.303382-03:00,OPEN,OO_34becf90-9aa9-11ee-9e54-acde48001122,coid_34c38242-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,0.0,2023-12-06T14:49:58.303382-03:00,2023-12-06T14:49:58.303382-03:00,2023-12-06T14:49:58.303382-03:00,2023-12-06T14:49:58.303382-03:00,OPEN,OO_34becfb8-9aa9-11ee-9e54-acde48001122,coid_34c3826a-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,2.0,2023-12-07T14:49:58.303382-03:00,2023-12-07T14:49:58.303382-03:00,2023-12-07T14:49:58.303382-03:00,2023-12-07T14:49:58.303382-03:00,OPEN,OO_34becfd6-9aa9-11ee-9e54-acde48001122,coid_34c38288-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,3.0,2023-12-08T14:49:58.303382-03:00,2023-12-08T14:49:58.303382-03:00,2023-12-08T14:49:58.303382-03:00,2023-12-08T14:49:58.303382-03:00,OPEN,OO_34becffe-9aa9-11ee-9e54-acde48001122,coid_34c382b0-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,6.0,2023-12-09T14:49:58.303382-03:00,2023-12-09T14:49:58.303382-03:00,2023-12-09T14:49:58.303382-03:00,2023-12-09T14:49:58.303382-03:00,OPEN,OO_34bed026-9aa9-11ee-9e54-acde48001122,coid_34c382ce-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-12-10T14:49:58.303382-03:00,2023-12-10T14:49:58.303382-03:00,2023-12-10T14:49:58.303382-03:00,2023-12-10T14:49:58.303382-03:00,OPEN,OO_34bed044-9aa9-11ee-9e54-acde48001122,coid_34c382f6-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,0.0,2023-12-11T14:49:58.303382-03:00,2023-12-11T14:49:58.303382-03:00,2023-12-11T14:49:58.303382-03:00,2023-12-11T14:49:58.303382-03:00,OPEN,OO_34bed06c-9aa9-11ee-9e54-acde48001122,coid_34c3831e-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-12-12T14:49:58.303382-03:00,2023-12-12T14:49:58.303382-03:00,2023-12-12T14:49:58.303382-03:00,2023-12-12T14:49:58.303382-03:00,OPEN,OO_34bed094-9aa9-11ee-9e54-acde48001122,coid_34c3833c-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,2.0,2023-12-13T14:49:58.303382-03:00,2023-12-13T14:49:58.303382-03:00,2023-12-13T14:49:58.303382-03:00,2023-12-13T14:49:58.303382-03:00,OPEN,OO_34bed0b2-9aa9-11ee-9e54-acde48001122,coid_34c38364-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,3.0,2023-12-14T14:49:58.303382-03:00,2023-12-14T14:49:58.303382-03:00,2023-12-14T14:49:58.303382-03:00,2023-12-14T14:49:58.303382-03:00,OPEN,OO_34bed0da-9aa9-11ee-9e54-acde48001122,coid_34c3838c-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-12-15T14:49:58.303382-03:00,2023-12-15T14:49:58.303382-03:00,2023-12-15T14:49:58.303382-03:00,2023-12-15T14:49:58.303382-03:00,OPEN,OO_34bed102-9aa9-11ee-9e54-acde48001122,coid_34c383aa-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,3.0,2023-12-16T14:49:58.303382-03:00,2023-12-16T14:49:58.303382-03:00,2023-12-16T14:49:58.303382-03:00,2023-12-16T14:49:58.303382-03:00,OPEN,OO_34bed134-9aa9-11ee-9e54-acde48001122,coid_34c383d2-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,6.0,2023-12-17T14:49:58.303382-03:00,2023-12-17T14:49:58.303382-03:00,2023-12-17T14:49:58.303382-03:00,2023-12-17T14:49:58.303382-03:00,OPEN,OO_34bed15c-9aa9-11ee-9e54-acde48001122,coid_34c383f0-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-12-18T14:49:58.303382-03:00,2023-12-18T14:49:58.303382-03:00,2023-12-18T14:49:58.303382-03:00,2023-12-18T14:49:58.303382-03:00,OPEN,OO_34bed184-9aa9-11ee-9e54-acde48001122,coid_34c38418-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-12-19T14:49:58.303382-03:00,2023-12-19T14:49:58.303382-03:00,2023-12-19T14:49:58.303382-03:00,2023-12-19T14:49:58.303382-03:00,OPEN,OO_34bed1ac-9aa9-11ee-9e54-acde48001122,coid_34c38436-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-12-20T14:49:58.303382-03:00,2023-12-20T14:49:58.303382-03:00,2023-12-20T14:49:58.303382-03:00,2023-12-20T14:49:58.303382-03:00,OPEN,OO_34bed1d4-9aa9-11ee-9e54-acde48001122,coid_34c3845e-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,6.0,2023-12-21T14:49:58.303382-03:00,2023-12-21T14:49:58.303382-03:00,2023-12-21T14:49:58.303382-03:00,2023-12-21T14:49:58.303382-03:00,OPEN,OO_34bed1fc-9aa9-11ee-9e54-acde48001122,coid_34c3847c-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,0.0,2023-12-22T14:49:58.303382-03:00,2023-12-22T14:49:58.303382-03:00,2023-12-22T14:49:58.303382-03:00,2023-12-22T14:49:58.303382-03:00,OPEN,OO_34bed21a-9aa9-11ee-9e54-acde48001122,coid_34c384a4-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-12-23T14:49:58.303382-03:00,2023-12-23T14:49:58.303382-03:00,2023-12-23T14:49:58.303382-03:00,2023-12-23T14:49:58.303382-03:00,OPEN,OO_34bed242-9aa9-11ee-9e54-acde48001122,coid_34c384cc-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,2.0,2023-12-24T14:49:58.303382-03:00,2023-12-24T14:49:58.303382-03:00,2023-12-24T14:49:58.303382-03:00,2023-12-24T14:49:58.303382-03:00,OPEN,OO_34bed26a-9aa9-11ee-9e54-acde48001122,coid_34c384ea-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,6.0,2023-12-25T14:49:58.303382-03:00,2023-12-25T14:49:58.303382-03:00,2023-12-25T14:49:58.303382-03:00,2023-12-25T14:49:58.303382-03:00,OPEN,OO_34bed292-9aa9-11ee-9e54-acde48001122,coid_34c38512-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,4.0,2023-12-26T14:49:58.303382-03:00,2023-12-26T14:49:58.303382-03:00,2023-12-26T14:49:58.303382-03:00,2023-12-26T14:49:58.303382-03:00,OPEN,OO_34bed2ba-9aa9-11ee-9e54-acde48001122,coid_34c38530-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,1.0,2023-12-27T14:49:58.303382-03:00,2023-12-27T14:49:58.303382-03:00,2023-12-27T14:49:58.303382-03:00,2023-12-27T14:49:58.303382-03:00,OPEN,OO_34bed2e2-9aa9-11ee-9e54-acde48001122,coid_34c38558-9aa9-11ee-9e54-acde48001122
def456,ACPG,pqr94268,Mark LLC,0.0,2023-12-28T14:49:58.303382-03:00,2023-12-28T14:49:58.303382-03:00,2023-12-28T14:49:58.303382-03:00,2023-12-28T14:49:58.303382-03:00,OPEN,OO_34bed30a-9aa9-11ee-9e54-acde48001122,coid_34c38576-9aa9-11ee-9e54-acde48001122
